# Wordlist

# DATA
ID	DOCULECT	VALUE	FORM	CONCEPT	TOKENS	COGID	MORPHEMES	ALIGNMENT	NOTE
4321	Yanesha	at͡ssomapó/  aʀapo / naɾmet͡s	aʀapo	berry (or fruit)	a ʀ a p o	163		a ʀ a p o	
4322	Yanesha	at͡ssomapó/  aʀapo / naɾmet͡s	naɾmet͡s	berry (or fruit)	n a ɾ m e ts	164		n a ɾ m e ts	
#
12	Iquito	aniita	aniita	big	a n iː t a	173		a n iː t a	big
307	Ocaina	óóxɯ	óóxɯ	big	!óó/oː x ɯ	177		!óó/oː x - - ɯ	
308	Ocaina	oxííha	oxííha	big	o x !íí/iː h a	177		o x !íí/iː h a	
514	Resigaro	ʤiʤa	ʤiʤa	big	dʒ i dʒ a	179		dʒ i dʒ a	
515	Resigaro	kobú	kobú	big	k o b !ú/u	188		k o b !ú/u	
702	WitotoMinica	áiʤue	áiʤue	big	!á/a i dʒ u e	184		!á/a i dʒ u e	
919	WitotoMurui	aiʤue	aiʤue	big	ai dʒ u e	184		ai - dʒ u e	
1125	WitotoNipode	áiʤue	áiʤue	big	!á/a i dʒ u e	184		!á/a i dʒ u e	
1263	Aguaruna	muun	muun	big	m ʊː n	165		m ʊː - n -	
1396	Arabela	pueɾeetuuka	pueɾeetuuka	big	p u e ɾ eː t uː k a	167		p u e ɾ eː t uː k a	
1528	Candoshi-Shapra	kapoŋko	kapoŋko	big	k a p o ŋ k o	169		k a p o ŋ k o	
1637	Chayahuita	panka	panka	big	p a n k a	171		p a n k a	
1764	Muniche	nane	nane	big	n a n e	176		n a n e	
1884	Taushiro	hoʔhua	hoʔhua	big	h o ʔ h u a	181		h o ʔ h u a	
1987	Waorani	jæ̃dæ̃	jæ̃dæ̃	big	j !æ̃/æ d !æ̃/æ	183		j !æ̃/æ d !æ̃/æ	
2257	Proto-Bora-Muinane	mita-no	mita-no	big	m i t a n o	168		m i t a n o	
2258	Proto-Bora-Muinane	giraa	giraa	big	g i r a a	186		g i r a - a	
2259	Bora	mitʰʲa-ne	mitʰʲa-ne	big	m i tʰʲ a n e	168		m i tʰʲ a n e	
2260	Muinane	mítʲa-no	mítʲa-no	big	m !í/i tʲ a n o	168		m !í/i tʲ a n o	
2571	AchuarShiwiar	juun	juun	big	h uː n	165		h uː - n -	In other examples the main form appears, but this form has no other appearance: juunt
2756	Andoa	nakamáro	nakamáro	big	n a k a m !á/a r o	166		n a k a m !á/a r o	
2795	Canichana	nihi-mara	nihi-mara	big	n i h i m a ɾ a	170		n i h i m a ɾ a	
2939	Juri	tihi	tihi	big	t i ʔ i	174		t i ʔ i	Martius: magnus
2940	Juri	tiy	tiy	big	t i j	187		t i j	Martius: magnus
3055	Coeruna	vaamö	vaamö	big	v a a m !ö/o	172		v a a m !ö/o	Martius: magnus, a, um
3151	MiranhaCarapana-Tapuya	nánzümĕ	nánzümĕ	big	n !á/a n z ɨ m !ĕ/e	175		n !á/a n z ɨ m !ĕ/e	Martius: magnus, a, um
3201	Shiwilu	a’llupi	a’llupi	big	a ʔ ʎ u p i	180		a ʔ ʎ u p i	
3380	Shuar	úunt	úunt	big	!úu/uː n t	165		- !úu/uː - n t	
3616	Omurano	lē̠tḗ̠	lē̠tḗ̠	big	l !ē̠/e t !ḗ̠/e	178		l !ē̠/e t !ḗ̠/e	Tessmann: groß
3693	Yameo	stẽri	stẽri	big	s t !ẽ/e r i	185		s - t !ẽ/e r i	Tessmann: groß
3715	Urarina	t̪as̪iṹhũĩ	t̪as̪iṹhũĩ	big	t a s i !ṹ/u h !ũ/u !ĩ/i	182		t a s i !ṹ/u h !ũ/u !ĩ/i	
3913	Wampis	uun	uun	big	u u n	165		- u u n -	
4238	Yagua	jamura	jamura	big	h a m u r a	170		- - h a m u r a	
4453	Yanesha	ataɻ	ataɻ	big	a t a ɻ	185		- a t a ɻ -	
4487	Zaparo	kɨraka	kɨraka	big	k ɨ r a k a	186		k ɨ r a k a	
#
13	Iquito	iíwaasi	iíwaasi	bird	!ií/iː w aː s i	196		!ií/iː w aː s i	bird
254	Ocaina	tʲaɸon̥õhɯ̃́ʔ ããʔtsi	tʲaɸon̥õhɯ̃́ʔ ããʔtsi	bird	tʲ a ɸ o n̥ !õ/o h !ɯ̃́/ɯ ʔ !ãã/aː ʔ ts i	200		tʲ a ɸ o n̥ !õ/o h !ɯ̃́/ɯ ʔ !ãã/aː ʔ ts i	
255	Ocaina	aɸótsoji	aɸótsoji	bird	a ɸ !ó/o ts o j i	211		a ɸ !ó/o ts o j i	
256	Ocaina	dʲáʔiiʔta	dʲáʔiiʔta	bird	dʲ !á/a ʔ iː ʔ t a	213		dʲ !á/a ʔ iː ʔ t a	
488	Resigaro	koʔpíidú	koʔpíidú	bird	k o ʔ p !íi/iː d !ú/u	201		k o ʔ p !íi/iː d !ú/u	
668	WitotoMinica	óɸokuiɲo	óɸokuiɲo	bird	!ó/o ɸ o k u i ɲ o	206		!ó/o ɸ o k u i ɲ o	
669	WitotoMinica	ʤámaikuiɲo	ʤámaikuiɲo	bird	dʒ !á/a m a i k u i ɲ o	212		dʒ !á/a m a i k u i ɲ o	
886	WitotoMurui	oɸokuiɲo	oɸokuiɲo	bird	o ɸ o k ui ɲ o	206		o ɸ o k ui - ɲ o	
887	WitotoMurui	θiʤi	θiʤi	bird	θ i dʒ i	208		θ i dʒ i	
1091	WitotoNipode	íguiʤɯkoɯ	íguiʤɯkoɯ	bird	!í/i g u i dʒ ɯ k o ɯ	207		!í/i g u i dʒ ɯ k o ɯ	
1264	Aguaruna	piʃak	piʃak	bird	p i ʃ a k	190		p i ʃ a k -	
1397	Arabela	ʃijoj̃ua	ʃijoj̃ua	bird	ʃ i h o !h̃/h u a	192		ʃ i h o !h̃/h u a	
1638	Chayahuita	inaiɾa	inaiɾa	bird	i n a i ɾ a	194		i n a i ɾ a	
1765	Muniche	mitʃiʔi	mitʃiʔi	bird	m i tʃ i ʔ i	199		m i tʃ i ʔ i	
1885	Taushiro	tʃiju	tʃiju	bird	tʃ i j u	203		tʃ i j u	
1988	Waorani	ajabõ	ajabõ	bird	a j a b !õ/o	205		a j a b !õ/o	
2572	AchuarShiwiar	nanámtin	nanámtin	bird	n a n !á/a m t i n	189		n a n !á/a m t i n	
2757	Andoa	pishyáno	pishyáno	bird	p i ʃ j !á/a n o	191		p i ʃ j !á/a n o	
2796	Canichana	ni-melu	ni-melu	bird	n i m e l u	193		n i m e l u	ni = ABS
2890	Juri	rhicopy	rhicopy	bird	ɾ ʔ i c o pʲ	197		ɾ ʔ i c o pʲ	Martius: avis
2891	Juri	récapu	récapu	bird	ɾ !é/e c a p u	210		ɾ !é/e c a p u	Martius: avis
3034	Coeruna	öhockgömö	öhockgömö	bird	!ö/o ʔ o k g !ö/o m !ö/o	195		!ö/o ʔ o k g !ö/o m !ö/o	Martius: avis
3131	MiranhaCarapana-Tapuya	thohóa	thohóa	bird	t o ʔ !ó/o a	198		t o ʔ !ó/o a	Martius: avis
3202	Shiwilu	ilanser’	ilanser’	bird	i l a n s ə ˀr	202		i l a n s ə ˀr	
3381	Shuar	nanamtin	nanamtin	bird	n a n a m t i n	189		n a n a m t i n	
3722	Urarina	t̪ahaé	t̪ahaé	bird	t a h a !é/e	204		t a h a !é/e	
3933	Wampis	nanamtin	nanamtin	bird	n a n a m t i n	189		n a n a m t i n	
4086	Yagua	wiche	wiche	bird	w i tʃ e	208		w i tʃ e	
4263	Yanesha	otʲ	otʲ	bird	o tʲ	209		o tʲ	
4488	Zaparo	pishaka	pishaka	bird	p i ʃ a k a	190		p i ʃ a k a	
#
15	Iquito	sapatina	sapatina	black	s a p a t i n a	222		s a p a t i n a	black
311	Ocaina	hɯʔtóóʔɸɯ	hɯʔtóóʔɸɯ	black	h ɯ ʔ t !óó/oː ʔ ɸ ɯ	226		h ɯ ʔ t !óó/oː ʔ ɸ ɯ	
519	Resigaro	tsapʰóʔ	tsapʰóʔ	black	td a pʰ !ó/o ʔ	229		td a pʰ !ó/o ʔ	
708	WitotoMinica	hítɯrede	hítɯrede	black	h !í/i t ɯ !r/ɾ e d e	234		h !í/i t ɯ !r/ɾ e d e	
924	WitotoMurui	hitɯrede	hitɯrede	black	h i t ɯ r e d e	234		h i t ɯ r e d e	
1130	WitotoNipode	híɗɯrede	híɗɯrede	black	h !í/i ɗ ɯ !r/ɾ e d e	234		h !í/i ɗ ɯ !r/ɾ e d e	
1266	Aguaruna	bukusɨa	bukusɨa	black	b ʊ k ʊ s ɨ a	215		b ʊ k ʊ s ɨ a	
1399	Arabela	mueɾuuka	mueɾuuka	black	m u e ɾ uː k a	216		m u e ɾ uː k - - a	
1530	Candoshi-Shapra	kantsiaɾpi	kantsiaɾpi	black	k a n ts i a ɾ p i	218		k a n ts i a ɾ p i	
1640	Chayahuita	yaɾaton	yaɾaton	black	j a ɾ a t o n	220		j a ɾ a t o n	
1767	Muniche	aʂtu	aʂtu	black	a ʂ t u	225		a ʂ t u	
1990	Waorani	wẽtabõ	wẽtabõ	black	w !ẽ/e t a b !õ/o	233		w !ẽ/e t a b !õ/o	
2273	Proto-Bora-Muinane	kɨβo-	kɨβo-	black	k ɨ β o	217		- k - ɨ - β - - o	
2274	Bora	kʰɯɯ́βe-ne	kʰɯɯ́βe-ne	black	kʰ ɯ !ɯ́/ɯ β e n e	217		- kʰ ɯ !ɯ́/ɯ - β e n e	
2275	Muinane	kɨ́βo-no	kɨ́βo-no	black	k !ɨ́/ɨ β o n o	217		- k - !ɨ́/ɨ - β o n o	
2574	AchuarShiwiar	shuwín	shuwín	black	ʃ u w !í/i n	214		ʃ u w !í/i n	Because of order of the entries: jimpiách,kimpí,jákach,jákich,tuntúru,tuntú
2758	Andoa	miróshija	miróshija	black	m i r !ó/o ʃ i h a	216		m i - r !ó/o ʃ i h a	
2797	Canichana	nim-kaara	nim-kaara	black	n i m k a a ɾ a	219		n i m k a a ɾ a	
2955	Juri	tschuhí	tschuhí	black	dʒ u ʔ !í/i	223		dʒ u ʔ !í/i	Martius: niger
2956	Juri	suy	suy	black	s u j	237		s u j	Martius: niger
2957	Juri	tuyí	tuyí	black	t u j !í/i	223		t u j !í/i	Martius: niger
3063	Coeruna	coghohomö	coghohomö	black	k o g o ʔ o m !ö/o	221		k o g o ʔ o m !ö/o	Martius: niger, a, um
3109	Pebas	michalay	michalay	black	m i tʃ a l a j	228		m i tʃ a l a j	Martius: niger
3159	MiranhaCarapana-Tapuya	seckumé	seckumé	black	s e k u m !é/e	224		s e k u m !é/e	Martius: niger
3204	Shiwilu	ker’	ker’	black	kˀ ə ˀr	230		kˀ ə ˀr	
3383	Shuar	mukusa	mukusa	black	m u k u s a	215		m u k u s - a	
3567	Chibito	utsálmana	utsálmana	black	u ts !á/a l m a n a	217		u ts - !á/a l m a n a	Tessmann: schwarz
3586	Omurano	pitšama	pitšama	black	p i tʃ a m a	227		p i tʃ a m a	Tessmann: schwarz
3645	Tequiraca	lō'āk	lō'āk	black	l !ō/o !ā/a k	231		l !ō/o !ā/a k	Tessmann: schwarz
3658	Yameo	kašelắ	kašelắ	black	k a ʃ e l !ắ/a	235		k a ʃ e l !ắ/a	Tessmann: schwarz
3719	Urarina	hiʰtʃuhuái	hiʰtʃuhuái	black	h !iʰ/i̤ tʃ u h u !á/a i	232		h !iʰ/i̤ tʃ u h u !á/a i	
4050	Wampis	mukusa	mukusa	black	m u k u s a	215		m u k u s - a	
4225	Yagua	wadaku	wadaku	black	w a d a k u	227		w a d a k u	
4437	Yanesha	keʎʷe; jenanen	keʎʷe	black	k e ʎʷ e	235		k e - - ʎʷ e	
4438	Yanesha	keʎʷe; jenanen	jenanen	black	j e n a n e n	238		j e n a n e n	
4490	Zaparo	kakɨka	kakɨka	black	k a k ɨ k a	236		k a k ɨ k a	
#
16	Iquito	májaaka	májaaka	blood	m !á/a h aː k a	246		m !á/a h aː k a	blood
213	Ocaina	tsihĩ́ĩ́	tsihĩ́ĩ́	blood	ts i h !ĩ́ĩ́/iː	251		ts i h !ĩ́ĩ́/iː	
461	Resigaro	iídú	iídú	blood	!ií/iː d !ú/u	253		!ií/iː d !ú/u	
638	WitotoMinica	dɯ́e	dɯ́e	blood	d !ɯ́/ɯ e	249		d !ɯ́/ɯ - - - - e	
855	WitotoMurui	dɯe	dɯe	blood	d ɯ e	249		d ɯ - - - - e	
856	WitotoMurui	dɯrue	dɯrue	blood	d ɯ r u e	249		d ɯ - r u - e	
1064	WitotoNipode	dɯ́e	dɯ́e	blood	d !ɯ́/ɯ e	249		d !ɯ́/ɯ - - - - e	
1267	Aguaruna	numpa	numpa	blood	n ʊ m p a	239		n ʊ m p a	
1400	Arabela	nanaka	nanaka	blood	n a n a k a	240		n a n a k a	
1531	Candoshi-Shapra	koɾaasi	koɾaasi	blood	k o ɾ aː s i	242		k o ɾ aː s i	
1641	Chayahuita	wɨnaiʔ	wɨnaiʔ	blood	w ɨ n a i ʔ	244		w ɨ n a i ʔ	
1768	Muniche	tʃaʔsiɾa	tʃaʔsiɾa	blood	tʃ a ʔ s i ɾ a	250		tʃ a ʔ s i ɾ a	
1887	Taushiro	aʔtaʔ	aʔtaʔ	blood	a ʔ t a ʔ	255		a ʔ t a ʔ	
1991	Waorani	wepæ̃	wepæ̃	blood	w e p !æ̃/æ	257		w e p !æ̃/æ	
2129	Proto-Bora-Muinane	tɨɨ	tɨɨ	blood	t ɨ ɨ	249		t ɨ - - - - ɨ	
2130	Bora	tʰɯ́-hpʰakʰʲo	tʰɯ́-hpʰakʰʲo	blood	tʰ !ɯ́/ɯ h pʰ a kʰʲ o	241		tʰ !ɯ́/ɯ h pʰ a kʰʲ o	
2131	Muinane	tɨ́ɨ́-hóʔo	tɨ́ɨ́-hóʔo	blood	t !ɨ́/ɨ !ɨ́/ɨ h !ó/o ʔ o	249		t !ɨ́/ɨ !ɨ́/ɨ h !ó/o ʔ o	
2307	Proto-Bora-Muinane	tɨɨ-	tɨɨ-	blood	t ɨ ɨ	249		t ɨ - - - - ɨ	
2308	Bora	tʰɯ́-hpʰakʰʲo	tʰɯ́-hpʰakʰʲo	blood	tʰ !ɯ́/ɯ h pʰ a kʰʲ o	241		tʰ !ɯ́/ɯ h pʰ a kʰʲ o	
2309	Muinane	tɨ́ɨ́-hóʔo	tɨ́ɨ́-hóʔo	blood	t !ɨ́/ɨ !ɨ́/ɨ h !ó/o ʔ o	249		t !ɨ́/ɨ !ɨ́/ɨ h !ó/o ʔ o	
2575	AchuarShiwiar	númpa	númpa	blood	n !ú/u m p a	239		n !ú/u m p a	
2798	Canichana	eu-ghab	eu-ghab	blood	e u g h a b	243		e u g h a b	eu = 1SG
2989	Juri	naigonihi	naigonihi	blood	n a i g o n i ʔ i	247		n a i g o n i ʔ i	Martius: sanguis
2990	Juri	ükon-ia	ükon-ia	blood	ɨ k o n i a	247		- - ɨ k o n i - a	Martius: sanguis
2991	Juri	ehcóni eri	ehcóni eri	blood	e ʔ c !ó/o n i e ɾ i	262		e ʔ c !ó/o n i e ɾ i	Martius: sanguis
3077	Coeruna	gorüŭnă	gorüŭnă	blood	g o ɾ ɨ !ŭ/u n !ă/a	245		g o ɾ ɨ !ŭ/u n !ă/a	Martius: sanguis
3174	MiranhaCarapana-Tapuya	gatzegánni	gatzegánni	blood	g a dz e g !á/a n n i	248		g a dz e g !á/a n n i	Martius: sanguis
3205	Shiwilu	ukladek	ukladek	blood	u k l a ð ə ˀk	254		u k l a ð ə ˀk	
3384	Shuar	numpa	numpa	blood	n u m p a	239		n u m p a	
3596	Omurano	lána	lána	blood	l !á/a n a	252		l !á/a n a	Tessmann: Blut
3669	Yameo	inē̠alá	inē̠alá	blood	i n !ē̠/e a l !á/a	259		i n !ē̠/e a l !á/a	Tessmann: Blut
3711	Urarina	kujtʃan̪ã́	kujtʃan̪ã́	blood	k u j tʃ a n !̪ã́/a	256		k u j tʃ a n !̪ã́/a	
3950	Wampis	numpa	numpa	blood	n u m p a	239		n u m p a	
4123	Yagua	day	day	blood	d a j	258		d a j	
4314	Yanesha	poʀas / ʀasot͡s	poʀas	blood	p o ʀ a s	260		p o ʀ a s	
4315	Yanesha	poʀas / ʀasot͡s	ʀasot͡s	blood	ʀ a s o ts	261		ʀ a s o ts	
4491	Zaparo	nanaka	nanaka	blood	n a n a k a	240		n a n a k a	
#
19	Iquito	niiki	niiki	bone	n iː k i	264		n iː k i -	bone
212	Ocaina	ɲõʔṍṍʔkoβo	ɲõʔṍṍʔkoβo	bone	ɲ !õ/o ʔ !ṍṍ/oː ʔ k o β o	271		ɲ !õ/o ʔ !ṍṍ/oː ʔ k o β o	
460	Resigaro	aápí	aápí	bone	!aá/aː p !í/i	273		- !aá/aː p !í/i	
637	WitotoMinica	íkuru	íkuru	bone	!í/i k u !r/ɾ u	276		!í/i k u !r/ɾ u	
854	WitotoMurui	iʤaikɯ	iʤaikɯ	bone	i dʒ ai k ɯ	277		i dʒ ai k ɯ	
1063	WitotoNipode	íkuru	íkuru	bone	!í/i k u !r/ɾ u	276		!í/i k u !r/ɾ u	
1270	Aguaruna	ukuntʃ	ukuntʃ	bone	ʊ k ʊ n tʃ	263		ʊ k ʊ n tʃ -	
1403	Arabela	nukw	nukw	bone	n u k u	264		n u k u -	
1533	Candoshi-Shapra	napitʃ	napitʃ	bone	n a p i tʃ	266		n a p i tʃ	
1643	Chayahuita	nansɨ	nansɨ	bone	n a n s ɨ	267		n a n s ɨ -	
1770	Muniche	stipi	stipi	bone	s t i p i	270		s t i p i	
1890	Taushiro	huʔ	huʔ	bone	h u ʔ	274		h u ʔ	
1993	Waorani	babẽ	babẽ	bone	b a b !ẽ/e	273		b a b !ẽ/e	
2126	Proto-Bora-Muinane	bakkɨ	bakkɨ	bone	b a k k ɨ	265		b a k k - ɨ	
2127	Bora	páhkʰɯɯ́	páhkʰɯɯ́	bone	p !á/a h kʰ ɯ !ɯ́/ɯ	265		p !á/a h kʰ ɯ !ɯ́/ɯ	
2128	Muinane	bákkɨ	bákkɨ	bone	b !á/a k k ɨ	265		b !á/a k k - ɨ	
2577	AchuarShiwiar	kúnch	kúnch	bone	k !ú/u n tʃ	263		- k !ú/u n tʃ -	Phonological alternation: ukúnch
2973	Juri	niano	niano	bone	n i a n o	269		n i a n o	Martius: os, ossis
2974	Juri	(tcho) uinó	uinó	bone	u i n !ó/o	281		u i n !ó/o	Martius: os, ossis
3069	Coeruna	gottövúna	gottövúna	bone	g o t t !ö/o v !ú/u n a	268		g o t t !ö/o v !ú/u n a	Martius: os, ossis
3166	MiranhaCarapana-Tapuya	nackóo	nackóo	bone	n a k !ó/o o	264		n a k !ó/o o	Martius: os, ossis
3207	Shiwilu	lansi’	lansi’	bone	l a n s i ʔ	267		l a n s i ʔ	
3386	Shuar	ukunch’	ukunch’	bone	u k u n tʃ i	263		u k u n tʃ i	
3595	Omurano	anaī́	anaī́	bone	a n a !ī́/i	272		a n a !ī́/i	Tessmann: Knochen
3668	Yameo	elitē̠alŏ́	elitē̠alŏ́	bone	e l i t !ē̠/e a l !ŏ́/o	279		e l i t !ē̠/e a l !ŏ́/o	Tessmann: Knochen
3729	Urarina	bɨʰkɨ́, ebɨʰkɨ́	bɨʰkɨ́	bone	b !ɨʰ/ɨ̤ k !ɨ́/i	275		- b !ɨʰ/ɨ̤ k !ɨ́/i	
3730	Urarina	bɨʰkɨ́, ebɨʰkɨ́	ebɨʰkɨ́	bone	e b !ɨʰ/ɨ̤ k !ɨ́/i	275		e b !ɨʰ/ɨ̤ k !ɨ́/i	
3951	Wampis	ukunch	ukunch	bone	u k u n tʃ	263		u k u n tʃ -	
4117	Yagua	sadu	sadu	bone	s a d u	278		s a d u	
4306	Yanesha	poenop	poenop	bone	p o e n o p	280		p o e n o p	
4492	Zaparo	uku	uku	bone	u k u	264		- u k u -	
#
22	Iquito	maaya	maaya	child (young person rather than as relationship term)	m aː j a	284		m aː j a	
400	Ocaina	xaβĩĩ	xaβĩĩ	child (young person rather than as relationship term)	x a β !ĩ/i !ĩ/i	286		x a β !ĩ/i !ĩ/i	
577	Resigaro	ʤaánú	ʤaánú	child (young person rather than as relationship term)	dʒ !aá/aː n !ú/u	288		dʒ !aá/aː n !ú/u	
785	WitotoMinica	úrue	úrue	child (young person rather than as relationship term)	!ú/u !r/ɾ u e	291		- !ú/u !r/ɾ u e	
993	WitotoMurui	urue	urue	child (young person rather than as relationship term)	u r u e	291		- u r u e	
1197	WitotoNipode	kɯníma	kɯníma	child (young person rather than as relationship term)	k ɯ n !í/i m a	292		k ɯ n !í/i m a	
1198	WitotoNipode	hítaru	hítaru	child (young person rather than as relationship term)	h !í/i t a !r/ɾ u	295		h !í/i t a !r/ɾ u	
2580	AchuarShiwiar	úchi	úchi	child (young person rather than as relationship term)	!ú/u tʃ i	282		!ú/u tʃ i	
2799	Canichana	yemila chuchu	yemila chuchu	child (young person rather than as relationship term)	j e m i l a tʃ u tʃ u	283		j e m i l a tʃ u tʃ u	
2935	Juri	uhé	uhé	child (young person rather than as relationship term)	u ʔ !é/e	285		u ʔ !é/e	Martius: infans
3104	Pebas	laira	laira	child (young person rather than as relationship term)	l ai ɾ a	287		l ai ɾ a	Martius: infans
3210	Shiwilu	wila	wila	child (young person rather than as relationship term)	w i l a	289		w i l a	
3389	Shuar	uchi	uchi	child (young person rather than as relationship term)	u tʃ i	282		u tʃ i	
3880	Urarina	kan̪ããn̪ãĩ́	kan̪ããn̪ãĩ́	child (young person rather than as relationship term)	k a n !̪ã/a !ã/a n !̪ã/a !ĩ́/i	290		k a n !̪ã/a !ã/a n !̪ã/a !ĩ́/i	
3926	Wampis	uchi	uchi	child (young person rather than as relationship term)	u tʃ i	282		u tʃ i	
4099	Yagua	dera	dera	child (young person rather than as relationship term)	d e r a	291		d e r - a	
4279	Yanesha	t͡ʃeʃa	t͡ʃeʃa	child (young person rather than as relationship term)	tʃ e ʃ a	293		tʃ e ʃ a	
4493	Zaparo	takwapɨ	takwapɨ	child (young person rather than as relationship term)	t a kʷ a p ɨ	294		t a kʷ a p ɨ	Niña: mɨaricha
#
23	Iquito	anajaka	anajaka	cloud	a n a h a k a	298		a n a h a k a	cloud or mist
231	Ocaina	haʔɸííʔo	haʔɸííʔo	cloud	h a ʔ ɸ !íí/iː ʔ o	301		h a ʔ ɸ !íí/iː ʔ - - - - o	
232	Ocaina	haʔɸiʔojíína	haʔɸiʔojíína	cloud	h a ʔ ɸ i ʔ o j !íí/iː n a	301		h a ʔ ɸ i ʔ o j !íí/iː n a	
233	Ocaina	tsohóʔɯʔxa	tsohóʔɯʔxa	cloud	ts o h !ó/o ʔ ɯ ʔ x a	310		ts o h !ó/o ʔ ɯ ʔ x a	
520	Resigaro	iítsʰú	iítsʰú	cloud	!ií/iː tsʰ !ú/u	303		!ií/iː tsʰ !ú/u	
709	WitotoMinica	úiʤɯe	úiʤɯe	cloud	!ú/u i dʒ ɯ e	306		!ú/u i dʒ ɯ e	
925	WitotoMurui	uiʤɯe	uiʤɯe	cloud	ui dʒ ɯ e	306		ui - dʒ ɯ e	
1131	WitotoNipode	úiʤɯe	úiʤɯe	cloud	!ú/u i dʒ ɯ e	306		!ú/u i dʒ ɯ e	
1272	Aguaruna	juhagkim	juhagkim	cloud	j ʊ h a ŋ k i m	297		j ʊ h a ŋ k i m	
1405	Arabela	naj̃aka	naj̃aka	cloud	n a !h̃/h a k a	298		- n a !h̃/h a k a	
1645	Chayahuita	ohistɨɾoʔ	ohistɨɾoʔ	cloud	o h i s t ɨ ɾ o ʔ	299		o h i s t ɨ ɾ o ʔ	
1772	Muniche	ptʃi	ptʃi	cloud	p tʃ i	300		p tʃ i	
1995	Waorani	bogĩbã	bogĩbã	cloud	b o g !ĩ/i b !ã/a	305		b o g !ĩ/i b !ã/a	
2581	AchuarShiwiar	mukúnit	mukúnit	cloud	m u k !ú/u n i t	296		m u k !ú/u n i t	
3110	Pebas	euré-euré	euré-euré	cloud	e u ɾ !é/e e u ɾ !é/e	302		e u ɾ !é/e e u ɾ !é/e	Martius: nubes
3390	Shuar	yuránkim	yuránkim	cloud	j u ɾ !á/a ŋ k i m	297		j u ɾ !á/a ŋ k i m	
3678	Yameo	wápŏ'	wápŏ'	cloud	w !á/a p !ŏ/o	308		w !á/a p !ŏ/o	Tessmann: Wolke
3745	Urarina	d̪ed̪e saʰkád̺i	d̪ed̪e saʰkád̺i	cloud	d e d e s !aʰ/a̤ k !á/a d i	304		d e d e s !aʰ/a̤ k !á/a d i	
4036	Wampis	yurankim	yurankim	cloud	j u r a n k i m	297		j u r a n k i m	
4148	Yagua	piryeradi	piryeradi	cloud	p i rʲ e r a d i	307		p i rʲ e r a d i	
4351	Yanesha	oʰs	oʰs	cloud	o h s	309		o h s	
#
24	Iquito	sɨɨmɨ́ɨtìnà	sɨɨmɨ́ɨtìnà	cold (of weather)	s ɨː m !ɨ́ɨ/ɨː t !ì/i n !à/a	312		s ɨː m !ɨ́ɨ/ɨː t !ì/i n !à/a	
2582	AchuarShiwiar	tsetsék	tsetsék	cold (of weather)	ts ɨ ts !é/ɨ k	311		ts ɨ ts !é/ɨ k	
4054	Wampis	tsetsek	tsetsek	cold (of weather)	ts e ts e k	311		ts e ts e k	
4219	Yagua	sudora	sudora	cold (of weather)	s u d o r a	313		s u d o r a	
4428	Yanesha	senet͡ʃ	senet͡ʃ	cold (of weather)	s e n e tʃ	314		s e n e tʃ	
4494	Zaparo	shinyaka	shinyaka	cold (of weather)	ʃ i ɲ a k a	315		ʃ i ɲ a k a	
#
28	Iquito	yaawɨ́ɨni	yaawɨ́ɨni	day (opposite of night rather than time measure)	j aː w !ɨ́ɨ/ɨː n i	322		j aː w !ɨ́ɨ/ɨː n i	day
243	Ocaina	mooɲ̥a	mooɲ̥a	day (opposite of night rather than time measure)	m oː ɲ̥ a	325		- - - m oː ɲ̥ - - a	
244	Ocaina	moɲ̥amó	moɲ̥amó	day (opposite of night rather than time measure)	m o ɲ̥ a m !ó/o	325		- - - m o ɲ̥ a m !ó/o	
480	Resigaro	heeʔkó	heeʔkó	day (opposite of night rather than time measure)	h eː ʔ k !ó/o	318		h eː ʔ k !ó/o	
659	WitotoMinica	móna	móna	day (opposite of night rather than time measure)	m !ó/o n a	325		- - - m !ó/o n - - a	
877	WitotoMurui	aremona	aremona	day (opposite of night rather than time measure)	a r e m o n a	325		a r e m o n - - a	
1082	WitotoNipode	móna	móna	day (opposite of night rather than time measure)	m !ó/o n a	325		- - - m !ó/o n - - a	
1275	Aguaruna	tsawan	tsawan	day (opposite of night rather than time measure)	ts a w a n	316		ts a w a n	
1408	Arabela	j̃uuka	j̃uuka	day (opposite of night rather than time measure)	!h̃/h uː k a	318		!h̃/h uː - k a	
1536	Candoshi-Shapra	ʂaaɾi	ʂaaɾi	day (opposite of night rather than time measure)	ʂ aː ɾ i	320		ʂ aː ɾ i	
1647	Chayahuita	tawɨɾi	tawɨɾi	day (opposite of night rather than time measure)	t a w ɨ ɾ i	321		t a w ɨ ɾ i	
1774	Muniche	ɲuʔu	ɲuʔu	day (opposite of night rather than time measure)	ɲ u ʔ u	324		ɲ u ʔ u	
1892	Taushiro	itʃiʔkuɾo	itʃiʔkuɾo	day (opposite of night rather than time measure)	i tʃ i ʔ k u ɾ o	328		i tʃ i ʔ k u ɾ o	
1997	Waorani	itædẽ	itædẽ	day (opposite of night rather than time measure)	i t æ d !ẽ/e	330		i t æ d !ẽ/e	
2179	Proto-Bora-Muinane	kuuhe	kuuhe	day (opposite of night rather than time measure)	k u u h e	319		k u u h - e	
2180	Bora	kʰóóhɨɨ́	kʰóóhɨɨ́	day (opposite of night rather than time measure)	kʰ !ó/o !ó/o h ɨ !ɨ́/ɨ	319		kʰ !ó/o !ó/o h ɨ !ɨ́/ɨ	
